ObsTime,StnPres,SeaPres,Temperature,Td dew point,RH,WS,WD,WSGust,WDGust,Precp,PrecpHour,SunShine,GloblRad,Visb,UVI,Cloud Amount
04,1014.8,1018.0,17.0,13.7,81,3.5,10,6.2,10,0.0,0.0,...,0.00,...,0,...
05,1014.9,1018.1,16.9,13.2,79,3.5,30,7.3,10,0.0,0.0,...,0.00,1.5,0,0.0
06,1015.5,1018.7,16.7,13.1,79,3.3,30,7.2,40,0.0,0.0,0.0,0.00,...,0,...
07,1015.9,1019.1,17.0,13.3,79,3.3,30,6.0,30,0.0,0.0,0.0,0.00,...,0,...
08,1016.3,1019.5,17.5,13.5,77,3.3,30,6.2,40,0.0,0.0,0.1,0.13,3.0,0,4.0
09,1017.0,1020.2,19.1,14.4,74,2.1,20,5.8,40,0.0,0.0,0.8,0.85,3.0,1,0.0
10,1016.7,1019.9,20.1,14.7,71,1.9,40,5.9,40,0.0,0.0,1.0,1.42,...,2,...
11,1016.0,1019.2,22.4,15.6,65,3.0,350,5.2,340,0.0,0.0,1.0,1.80,3.0,3,0.0
12,1014.4,1017.5,23.6,16.1,63,2.3,30,5.8,340,0.0,0.0,1.0,2.22,...,4,...
13,1013.3,1016.4,24.4,16.4,61,2.4,350,4.6,340,0.0,0.0,1.0,2.14,...,4,...
14,1012.4,1015.5,25.1,16.4,59,2.4,350,4.6,320,0.0,0.0,1.0,1.80,4.0,3,0.0
15,1011.8,1014.9,24.6,17.2,63,3.9,330,6.0,320,0.0,0.0,1.0,1.54,...,2,...
16,1012.1,1015.2,23.5,16.8,66,3.3,330,7.0,320,0.0,0.0,1.0,0.93,...,1,...
17,1012.7,1015.8,22.2,16.5,70,2.8,340,6.5,320,0.0,0.0,0.6,0.38,4.0,0,5.0
18,1013.5,1016.7,21.7,16.0,70,4.1,360,7.2,360,0.0,0.0,0.0,0.00,...,0,...
19,1014.3,1017.5,20.7,15.7,73,4.0,10,7.7,20,0.0,0.0,0.0,0.00,...,0,...
20,1015.0,1018.2,20.2,15.6,75,4.4,20,8.4,20,0.0,0.0,...,0.00,3.0,0,8.0
21,1015.3,1018.5,19.8,15.9,78,4.4,10,7.5,30,0.0,0.0,...,0.00,4.0,0,8.0
22,1015.5,1018.7,19.6,16.0,80,3.6,10,8.1,20,0.0,0.0,...,0.00,...,0,...
23,1015.5,1018.7,19.5,16.1,81,3.8,10,7.8,40,0.0,0.0,...,0.00,4.0,0,8.0
24,1015.0,1018.2,19.3,16.2,82,4.0,20,6.4,10,0.0,0.0,...,0.00,...,0,...
01,1014.5,1017.7,19.2,16.2,83,3.4,20,6.5,20,0.0,0.0,...,0.00,...,0,...
02,1014.3,1017.5,19.0,16.1,83,2.8,20,5.7,10,0.0,0.0,...,0.00,4.0,0,9.0
03,1013.6,1016.8,18.6,16.0,85,3.2,20,5.8,20,0.0,0.0,...,0.00,...,0,...
04,1013.3,1016.5,18.5,15.9,85,2.2,20,5.3,30,0.0,0.0,...,0.00,...,0,...
05,1013.2,1016.4,18.4,16.0,86,3.5,10,5.5,10,0.0,0.0,...,0.00,4.0,0,9.0
06,1013.1,1016.3,18.5,15.9,85,2.9,20,6.2,10,0.0,0.0,0.0,0.00,...,0,...
07,1013.2,1016.4,18.5,15.9,85,3.3,10,6.5,360,0.0,0.0,0.0,0.00,...,0,...
08,1013.4,1016.6,19.1,16.5,85,2.4,20,6.3,20,0.0,0.0,0.1,0.27,4.0,0,6.0
09,1013.6,1016.8,20.7,17.1,80,0.8,330,5.2,30,0.0,0.0,1.0,0.75,4.0,1,4.0
10,1013.7,1016.8,22.3,17.7,75,1.9,10,4.1,330,0.0,0.0,1.0,1.41,...,2,...
11,1013.0,1016.1,23.3,17.8,71,2.3,330,4.4,320,0.0,0.0,1.0,1.78,4.0,3,4.0
12,1012.1,1015.2,23.6,17.7,70,4.9,330,7.9,340,0.0,0.0,1.0,1.97,...,4,...
13,1010.8,1013.9,23.9,17.6,68,4.8,340,7.8,360,0.0,0.0,1.0,2.36,...,4,...
14,1010.1,1013.2,24.2,17.8,67,3.6,360,7.5,330,0.0,0.0,0.9,2.01,5.0,4,5.0
15,1009.7,1012.8,23.5,17.9,71,4.6,340,8.0,360,0.0,0.0,0.8,1.35,...,2,...
16,1010.1,1013.2,22.8,17.7,73,4.4,340,8.9,350,0.0,0.0,1.0,0.96,...,1,...
17,1010.2,1013.3,21.2,17.1,77,4.6,10,8.4,340,0.0,0.0,0.3,0.37,5.0,0,0.0
18,1010.6,1013.8,20.8,17.0,79,3.5,20,8.0,30,0.0,0.0,0.0,0.00,...,0,...
19,1011.4,1014.6,19.7,16.6,82,4.0,10,9.2,20,0.0,0.0,0.0,0.00,...,0,...
20,1011.9,1015.1,19.5,16.5,83,4.3,10,8.1,360,0.0,0.0,...,0.00,3.0,0,8.0
21,1012.3,1015.5,19.3,16.5,84,4.0,10,8.0,20,0.0,0.0,...,0.00,3.0,0,10.0
22,1012.1,1015.3,19.1,16.4,84,5.0,20,8.7,20,0.0,0.0,...,0.00,...,0,...
23,1012.0,1015.2,19.1,16.4,84,3.9,30,9.2,20,0.0,0.0,...,0.00,2.0,0,8.0
24,1011.4,1014.6,19.1,16.3,84,3.4,30,6.5,30,0.0,0.0,...,0.00,...,0,...
01,1011.2,1014.4,18.9,16.5,86,2.3,30,5.0,40,0.0,0.0,...,0.00,...,0,...
02,1011.3,1014.5,18.8,16.6,87,3.6,10,6.5,30,0.0,0.0,...,0.00,1.5,0,9.0
03,1010.9,1014.1,19.0,16.6,86,3.5,30,8.1,10,0.0,0.0,...,0.00,...,0,...
04,1010.5,1013.7,19.0,16.6,86,4.3,30,7.5,40,0.0,0.0,...,0.00,...,0,...
05,1010.2,1013.4,19.1,16.8,87,3.3,20,6.8,30,0.0,0.0,...,0.00,1.5,0,8.0
06,1010.4,1013.6,19.1,16.8,87,3.4,20,7.0,10,0.0,0.0,0.0,0.00,...,0,...
07,1010.9,1014.1,19.2,16.7,85,4.0,30,7.5,10,0.0,0.0,0.0,0.00,...,0,...
08,1011.8,1015.0,19.4,16.7,84,4.7,30,7.7,30,0.0,0.0,0.0,0.12,3.0,0,9.0
09,1012.1,1015.3,20.6,17.5,82,3.1,10,8.6,10,0.0,0.0,0.5,0.87,3.0,1,0.0
10,1012.3,1015.5,21.2,17.2,78,4.3,20,7.6,30,0.0,0.0,0.9,1.34,...,2,...
11,1011.5,1014.6,22.0,17.4,75,3.8,10,7.5,20,0.0,0.0,1.0,1.79,3.0,4,0.0
12,1010.5,1013.6,23.2,17.6,71,3.6,360,7.2,30,0.0,0.0,1.0,2.34,...,5,...
13,1009.7,1012.8,23.6,17.2,67,4.2,30,7.9,40,0.0,0.0,0.8,2.15,...,5,...
14,1009.1,1012.2,24.0,17.5,67,4.2,20,8.0,20,0.0,0.0,0.0,1.31,4.0,3,9.0
15,1009.3,1012.4,22.5,16.1,67,5.3,10,9.0,30,0.0,0.0,0.0,1.06,...,2,...
16,1009.7,1012.8,22.4,16.1,68,4.8,360,8.7,20,0.0,0.0,0.0,0.60,...,1,...
17,1010.1,1013.3,20.2,14.8,71,4.7,20,9.8,20,0.0,0.0,0.2,0.44,5.0,0,8.0
18,1010.4,1013.6,19.2,14.2,73,5.1,20,9.2,20,0.0,0.0,0.0,0.00,...,0,...
19,1011.1,1014.3,18.8,14.0,74,4.5,20,9.9,10,0.0,0.0,0.0,0.00,...,0,...
20,1011.9,1015.1,18.5,13.9,75,4.2,20,10.1,30,0.0,0.0,...,0.00,5.0,0,6.0
21,1012.0,1015.2,18.1,13.7,75,4.4,20,7.4,10,0.0,0.0,...,0.00,5.0,0,9.0
22,1012.4,1015.6,17.6,13.4,76,4.5,20,9.0,20,0.0,0.0,...,0.00,...,0,...
23,1012.6,1015.8,17.4,13.4,77,3.7,10,8.2,360,0.0,0.0,...,0.00,6.0,0,6.0
24,1012.6,1015.8,16.9,13.4,80,3.5,20,7.4,20,0.0,0.0,...,0.00,...,0,...
01,1012.1,1015.3,16.7,13.5,81,4.0,20,8.8,20,0.0,0.0,...,0.00,...,0,...
02,1011.9,1015.1,16.6,13.5,82,4.0,20,8.4,30,0.0,0.0,...,0.00,5.0,0,6.0
03,1011.7,1014.9,16.5,13.2,81,5.6,20,10.1,20,0.0,0.0,...,0.00,...,0,...
04,1012.0,1015.2,16.3,12.9,80,4.8,20,9.4,360,0.0,0.0,...,0.00,...,0,...
05,1011.8,1015.0,16.2,13.0,81,4.2,20,8.3,30,0.0,0.0,...,0.00,5.0,0,8.0
06,1012.7,1015.9,15.8,12.9,83,5.3,20,9.5,30,0.0,0.0,0.0,0.00,...,0,...
07,1013.4,1016.6,15.4,12.7,84,5.4,20,9.3,30,0.0,0.0,0.0,0.00,...,0,...
08,1013.9,1017.1,15.4,12.4,82,4.2,20,9.4,20,0.0,0.0,0.0,0.00,2.0,0,10.0
09,1015.1,1018.3,15.0,12.7,86,3.7,20,8.4,40,0.0,0.0,0.0,0.00,5.0,0,10.0
10,1015.2,1018.4,15.3,13.2,87,4.3,20,9.4,20,0.0,0.0,0.0,0.60,...,1,...
11,1014.7,1017.9,15.6,12.8,83,5.5,20,9.0,30,0.0,0.0,0.0,0.80,4.0,2,9.0
12,1013.8,1017.0,16.5,13.2,81,4.4,10,8.5,40,0.0,0.0,0.0,1.14,...,3,...
13,1012.9,1016.1,18.1,14.1,77,3.6,20,7.7,360,0.0,0.0,0.1,1.51,...,4,...
14,1012.2,1015.4,19.5,14.5,73,2.4,40,7.1,40,0.0,0.0,0.4,1.58,5.0,3,6.0
15,1012.0,1015.2,19.7,14.4,71,3.5,20,6.5,40,0.0,0.0,0.2,1.24,...,2,...
16,1012.2,1015.4,19.6,14.5,72,3.0,10,6.5,20,0.0,0.0,0.4,0.76,...,1,...
17,1013.2,1016.4,19.4,14.5,73,2.7,20,5.9,30,0.0,0.0,0.1,0.33,4.0,0,9.0
18,1014.0,1017.2,18.7,13.7,73,4.3,340,6.8,340,0.0,0.0,0.0,0.00,...,0,...
19,1014.6,1017.8,18.2,13.0,72,3.6,20,6.6,360,0.0,0.0,0.0,0.00,...,0,...
20,1015.2,1018.4,18.1,13.1,73,3.4,30,6.5,20,0.0,0.0,...,0.00,6.0,0,8.0
21,1015.5,1018.7,17.9,13.0,73,2.7,30,6.4,30,0.0,0.0,...,0.00,4.0,0,8.0
22,1015.7,1018.9,17.5,12.6,73,2.7,10,6.0,360,0.0,0.0,...,0.00,...,0,...
23,1015.8,1019.0,16.8,11.6,71,4.2,10,7.3,20,0.0,0.0,...,0.00,4.0,0,8.0
24,1016.1,1019.3,16.6,11.3,71,3.8,20,7.0,20,0.0,0.0,...,0.00,...,0,...
01,1016.1,1019.3,16.5,11.4,72,3.3,30,6.6,10,0.0,0.0,...,0.00,...,0,...
02,1015.5,1018.7,16.6,11.6,72,2.4,50,5.4,60,0.0,0.0,...,0.00,4.0,0,9.0
03,1015.1,1018.3,16.5,12.0,75,2.9,30,4.4,30,0.0,0.0,...,0.00,...,0,...
04,1014.8,1018.0,16.1,11.7,75,2.0,10,4.2,10,0.0,0.0,...,0.00,...,0,...
05,1015.2,1018.4,15.3,11.7,79,3.1,20,6.8,360,0.0,0.0,...,0.00,4.0,0,8.0
06,1015.7,1018.9,15.7,11.9,78,2.3,20,6.6,20,0.0,0.0,0.0,0.00,...,0,...
07,1016.2,1019.4,15.6,12.0,79,3.1,20,5.9,30,0.0,0.0,0.0,0.00,...,0,...
08,1017.2,1020.4,15.8,12.3,80,2.6,20,5.7,40,0.0,0.0,0.0,0.00,5.0,0,9.0
09,1017.7,1020.9,16.2,12.5,79,2.8,20,4.9,40,0.0,0.0,0.0,0.01,5.0,0,10.0
10,1017.7,1020.9,16.7,12.8,78,3.5,350,5.5,360,0.0,0.0,0.0,0.32,...,1,...
11,1017.1,1020.3,18.6,13.6,73,2.7,350,5.1,360,0.0,0.0,0.3,1.46,6.0,3,9.0
12,1016.3,1019.5,19.8,13.9,69,3.0,330,5.7,360,0.0,0.0,0.3,1.64,...,4,...
13,1015.0,1018.2,20.0,13.5,66,3.3,10,6.2,340,0.0,0.0,0.2,1.31,...,3,...
14,1014.1,1017.3,20.3,13.5,65,3.4,20,7.9,10,0.0,0.0,0.2,1.47,6.0,3,8.0
15,1014.0,1017.2,21.2,14.1,64,3.4,10,6.5,360,0.0,0.0,0.7,1.42,...,2,...
16,1014.2,1017.4,21.4,14.4,64,4.1,10,7.6,360,0.0,0.0,0.9,0.97,...,1,...
17,1014.5,1017.7,20.1,13.6,66,3.9,10,8.0,20,0.0,0.0,0.2,0.33,7.0,0,7.0
18,1015.3,1018.5,19.1,13.0,68,3.4,360,7.4,350,0.0,0.0,0.0,0.00,...,0,...
19,1016.0,1019.2,17.7,12.3,71,3.3,10,8.4,20,0.0,0.0,0.0,0.00,...,0,...
20,1016.3,1019.5,16.7,11.9,73,5.5,20,9.2,20,0.0,0.0,...,0.00,7.0,0,7.0
21,1016.9,1020.1,16.4,11.7,74,3.1,20,9.6,20,0.0,0.0,...,0.00,9.0,0,7.0
22,1016.8,1020.0,16.2,11.5,74,3.5,20,7.2,30,0.0,0.0,...,0.00,...,0,...
23,1017.0,1020.2,15.9,11.4,75,3.1,10,7.6,20,0.0,0.0,...,0.00,9.0,0,7.0
24,1016.9,1020.1,16.2,11.5,74,2.8,30,6.1,30,0.0,0.0,...,0.00,...,0,...
01,1017.0,1020.2,16.1,11.5,74,3.3,20,5.9,20,0.0,0.0,...,0.00,...,0,...
02,1016.3,1019.5,15.9,11.4,75,4.0,30,6.5,10,0.0,0.0,...,0.00,9.0,0,9.0
03,1015.9,1019.1,15.8,11.4,75,3.2,20,6.8,30,0.0,0.0,...,0.00,...,0,...
04,1016.0,1019.2,15.8,11.2,74,3.8,30,7.3,30,0.0,0.0,...,0.00,...,0,...
05,1016.3,1019.5,15.6,11.3,76,5.0,20,7.8,10,0.0,0.0,...,0.00,10.0,0,9.0
06,1016.7,1019.9,15.3,11.5,78,5.1,20,9.4,20,0.0,0.0,0.0,0.00,...,0,...
07,1016.9,1020.1,15.2,11.6,79,4.3,30,8.6,30,0.0,0.0,0.0,0.00,...,0,...
08,1017.3,1020.5,15.5,12.1,80,3.7,20,7.6,20,0.0,0.0,0.5,0.26,10.0,0,2.0
09,1017.7,1020.9,16.3,12.9,80,4.0,10,7.6,10,0.0,0.0,0.6,0.75,10.0,1,2.0
10,1017.7,1020.9,17.7,13.2,75,2.5,20,6.1,10,0.0,0.0,0.7,1.21,...,2,...
11,1017.3,1020.5,19.4,13.7,70,3.7,10,7.6,340,0.0,0.0,0.8,1.89,10.0,3,0.0
12,1016.4,1019.6,20.3,14.0,67,3.4,20,6.8,20,0.0,0.0,1.0,2.40,...,4,...
13,1015.3,1018.5,21.6,14.3,63,3.2,350,7.7,20,0.0,0.0,1.0,2.40,...,5,...
14,1014.4,1017.6,22.1,14.3,61,3.2,10,6.7,20,0.0,0.0,1.0,2.16,10.0,4,2.0
15,1014.1,1017.3,22.0,14.4,62,4.2,330,7.0,340,0.0,0.0,1.0,1.76,...,3,...
16,1013.9,1017.1,21.4,13.9,62,4.4,330,6.6,330,0.0,0.0,1.0,1.12,...,1,...
17,1014.5,1017.7,20.3,13.4,65,3.6,350,6.6,330,0.0,0.0,0.9,0.47,10.0,0,0.0
18,1015.4,1018.6,19.1,13.3,69,3.5,340,6.8,350,0.0,0.0,0.0,0.00,...,0,...
19,1016.2,1019.4,18.5,13.0,70,4.0,20,7.0,20,0.0,0.0,0.0,0.00,...,0,...
20,1017.0,1020.2,18.3,12.7,70,3.3,20,6.1,30,0.0,0.0,...,0.00,10.0,0,0.0
21,1017.7,1020.9,17.8,12.4,71,3.9,20,7.0,10,0.0,0.0,...,0.00,10.0,0,8.0
22,1017.9,1021.1,17.6,12.3,71,1.6,20,5.2,30,0.0,0.0,...,0.00,...,0,...
23,1018.0,1021.2,16.8,12.4,75,2.6,360,4.7,10,0.0,0.0,...,0.00,10.0,0,8.0
24,1017.6,1020.8,16.4,12.1,76,1.8,20,5.0,360,0.0,0.0,...,0.00,...,0,...
01,1017.5,1020.7,16.3,11.9,75,2.7,20,4.1,20,0.0,0.0,...,0.00,...,0,...
02,1017.6,1020.8,16.5,11.9,74,1.8,350,3.3,50,0.0,0.0,...,0.00,10.0,0,8.0
03,1017.6,1020.8,16.5,12.0,75,3.3,10,5.5,20,0.0,0.0,...,0.00,...,0,...
04,1017.0,1020.2,16.4,12.1,76,3.6,30,7.2,10,0.0,0.0,...,0.00,...,0,...
05,1017.2,1020.4,16.9,12.0,73,2.2,20,5.9,40,0.0,0.0,...,0.00,10.0,0,7.0
06,1017.7,1020.9,16.6,12.0,74,2.2,10,4.5,20,0.0,0.0,0.0,0.00,...,0,...
07,1018.3,1021.5,16.3,12.1,76,2.8,10,5.2,190,0.0,0.0,0.0,0.00,...,0,...
08,1018.8,1022.0,16.7,12.5,76,3.5,20,6.7,20,0.0,0.0,0.2,0.27,6.0,0,4.0
09,1019.3,1022.5,17.9,13.2,74,4.5,30,6.8,30,0.0,0.0,0.5,0.80,5.0,1,7.0
10,1019.3,1022.5,19.7,14.4,71,4.0,20,7.4,30,0.0,0.0,0.9,1.48,...,2,...
11,1018.6,1021.8,21.3,14.8,66,2.2,20,6.8,20,0.0,0.0,1.0,1.80,5.0,3,8.0
12,1017.7,1020.9,22.8,15.3,63,3.0,10,7.1,340,0.0,0.0,0.9,1.93,...,4,...
13,1016.8,1020.0,23.0,15.3,62,3.1,10,7.1,20,0.0,0.0,0.9,1.97,...,4,...
14,1016.2,1019.4,22.3,16.2,68,6.9,320,10.5,320,0.0,0.0,0.8,2.03,7.0,4,7.0
15,1015.9,1019.1,21.7,15.6,68,5.5,20,9.9,320,0.0,0.0,0.9,1.57,...,2,...
16,1016.3,1019.5,21.5,15.5,69,4.7,360,9.1,10,0.0,0.0,1.0,1.09,...,1,...
17,1016.6,1019.8,20.7,14.5,68,5.7,20,8.6,20,0.0,0.0,1.0,0.48,5.0,0,0.0
18,1017.3,1020.5,19.8,14.3,71,3.4,10,7.7,350,0.0,0.0,0.1,0.10,...,0,...
19,1017.9,1021.1,18.8,14.2,75,4.7,20,9.4,10,0.0,0.0,0.0,0.00,...,0,...
20,1018.8,1022.0,18.4,14.5,78,2.9,20,9.4,20,0.0,0.0,...,0.00,8.0,0,0.0
21,1019.2,1022.4,18.0,14.5,80,3.5,20,7.3,20,0.0,0.0,...,0.00,6.0,0,3.0
22,1019.5,1022.7,17.6,14.6,83,4.8,20,7.8,360,0.0,0.0,...,0.00,...,0,...
23,1019.5,1022.7,17.6,14.7,83,3.7,20,7.8,30,0.0,0.0,...,0.00,6.0,0,4.0
24,1019.6,1022.8,17.4,14.9,85,3.5,20,7.6,30,0.0,0.0,...,0.00,...,0,...
01,1019.4,1022.6,17.4,15.0,86,2.9,20,7.3,20,0.0,0.0,...,0.00,...,0,...
02,1019.3,1022.5,17.5,15.4,87,3.6,20,7.3,10,0.0,0.0,...,0.00,8.0,0,6.0
03,1019.2,1022.4,17.9,15.5,86,3.7,10,7.2,20,0.0,0.0,...,0.00,...,0,...
04,1019.0,1022.2,17.9,15.5,86,4.5,20,8.7,10,0.0,0.0,...,0.00,...,0,...
05,1019.1,1022.3,18.1,15.8,86,4.2,20,8.3,30,0.0,0.0,...,0.00,8.0,0,8.0
06,1019.2,1022.4,18.0,15.7,86,3.7,30,7.8,20,0.0,0.0,0.0,0.00,...,0,...
07,1019.3,1022.5,17.7,15.6,88,3.7,20,7.3,40,0.0,0.0,0.0,0.00,...,0,...
08,1019.8,1023.0,18.1,15.8,86,4.4,30,7.9,40,0.0,0.0,0.2,0.24,4.0,0,6.0
09,1020.2,1023.4,19.5,16.4,82,3.7,20,7.7,60,0.0,0.0,0.5,0.86,4.0,1,8.0
10,1019.8,1023.0,20.4,16.4,78,4.9,20,7.9,30,0.0,0.0,0.9,1.67,...,2,...
11,1019.2,1022.4,22.5,16.8,70,4.0,20,8.8,360,0.0,0.0,1.0,2.05,4.0,4,2.0
12,1018.2,1021.3,23.9,17.3,67,3.1,10,7.7,20,0.0,0.0,1.0,2.40,...,5,...
13,1016.9,1020.0,25.0,17.0,61,1.4,60,6.7,360,0.0,0.0,1.0,2.25,...,5,...
14,1016.3,1019.4,25.2,17.4,62,4.0,320,6.8,330,0.0,0.0,1.0,2.09,7.0,4,0.0
15,1016.2,1019.3,23.7,17.6,69,4.3,330,7.9,10,0.0,0.0,1.0,1.72,...,3,...
16,1016.3,1019.5,22.4,16.8,71,3.9,360,7.6,330,0.0,0.0,1.0,1.06,...,1,...
17,1016.6,1019.8,21.5,16.4,73,4.2,10,8.0,30,0.0,0.0,0.7,0.41,5.0,0,0.0
18,1016.7,1019.9,21.0,16.1,74,3.5,20,7.6,30,0.0,0.0,0.0,0.00,...,0,...
19,1017.3,1020.5,20.1,15.9,77,5.0,20,7.8,20,0.0,0.0,0.0,0.00,...,0,...
20,1017.7,1020.9,19.6,16.1,80,4.2,20,7.8,30,0.0,0.0,...,0.00,3.0,0,5.0
21,1018.0,1021.2,19.5,16.2,81,4.1,30,6.6,40,0.0,0.0,...,0.00,3.0,0,8.0
22,1018.1,1021.3,19.4,16.3,82,3.7,30,6.7,40,0.0,0.0,...,0.00,...,0,...
23,1018.0,1021.2,19.1,16.2,83,3.7,30,7.6,30,0.0,0.0,...,0.00,2.5,0,4.0
24,1017.8,1021.0,18.9,16.3,85,3.8,30,6.5,30,0.0,0.0,...,0.00,...,0,...
01,1017.6,1020.8,18.7,16.2,85,3.5,30,5.8,40,0.0,0.0,...,0.00,...,0,...
02,1017.5,1020.7,18.9,16.4,85,2.8,20,5.9,40,0.0,0.0,...,0.00,2.0,0,9.0
03,1017.6,1020.8,18.9,16.4,85,3.3,20,5.6,10,0.0,0.0,...,0.00,...,0,...
04,1017.5,1020.7,19.0,16.5,85,2.8,20,6.3,20,0.0,0.0,...,0.00,...,0,...
05,1017.8,1021.0,18.8,16.4,86,3.2,20,7.2,20,0.0,0.0,...,0.00,1.5,0,9.0
06,1017.8,1021.0,18.6,16.1,85,3.8,30,7.5,30,0.0,0.0,0.0,0.00,...,0,...
07,1018.1,1021.3,18.6,16.2,86,3.3,30,6.7,30,0.0,0.0,0.0,0.00,...,0,...
08,1018.4,1021.6,19.0,16.7,87,4.6,30,7.8,40,0.0,0.0,0.6,0.29,2.0,0,0.0
09,1018.6,1021.8,20.8,17.4,81,3.4,30,7.3,30,0.0,0.0,1.0,0.91,4.0,1,0.0
10,1018.5,1021.7,22.5,17.7,74,3.5,10,6.5,20,0.0,0.0,1.0,1.56,...,2,...
11,1017.8,1020.9,24.7,18.4,68,2.6,360,4.9,10,0.0,0.0,1.0,1.99,5.0,4,0.0
12,1016.7,1019.8,25.5,18.1,64,4.5,10,7.3,20,0.0,0.0,1.0,2.40,...,5,...
13,1015.4,1018.5,26.5,17.8,59,4.0,10,7.4,350,0.0,0.0,1.0,2.40,...,5,...
14,1014.4,1017.5,26.6,17.8,59,3.3,10,7.3,360,0.0,0.0,1.0,2.21,7.0,4,0.0
15,1014.0,1017.1,26.8,18.6,61,3.2,360,6.8,10,0.0,0.0,1.0,1.80,...,3,...
16,1014.2,1017.3,23.8,18.2,71,5.1,330,8.7,300,0.0,0.0,1.0,1.21,...,1,...
17,1014.4,1017.5,22.7,17.5,72,3.2,340,7.7,330,0.0,0.0,1.0,0.54,10.0,0,0.0
18,1015.0,1018.2,20.7,16.6,77,2.9,360,7.6,360,0.0,0.0,0.4,0.00,...,0,...
19,1015.6,1018.8,20.0,16.3,79,4.6,10,8.3,30,0.0,0.0,0.0,0.00,...,0,...
20,1016.1,1019.3,19.3,16.0,81,4.3,20,8.4,10,0.0,0.0,...,0.00,8.0,0,0.0
21,1016.4,1019.6,19.1,15.8,81,3.7,20,7.7,360,0.0,0.0,...,0.00,4.0,0,0.0
22,1016.5,1019.7,18.6,15.6,83,4.4,10,6.9,350,0.0,0.0,...,0.00,...,0,...
23,1016.7,1019.9,18.4,15.5,83,4.1,20,7.3,20,0.0,0.0,...,0.00,3.0,0,0.0
24,1016.5,1019.7,18.2,15.4,84,3.1,20,7.8,20,0.0,0.0,...,0.00,...,0,...
01,1016.6,1019.8,17.9,15.4,85,3.4,10,7.1,20,0.0,0.0,...,0.00,...,0,...
02,1016.6,1019.8,17.8,15.5,86,4.5,10,8.0,10,0.0,0.0,...,0.00,3.0,0,8.0
03,1016.5,1019.7,17.7,15.5,87,6.6,20,11.2,360,0.0,0.0,...,0.00,...,0,...
04,1016.4,1019.6,17.8,15.4,86,5.6,20,12.1,20,0.0,0.0,...,0.00,...,0,...
05,1016.6,1019.8,18.0,15.4,85,4.7,20,10.3,10,0.0,0.0,...,0.00,3.0,0,9.0
06,1017.2,1020.4,17.6,15.1,85,5.4,20,9.9,360,0.0,0.0,0.0,0.00,...,0,...
07,1017.8,1021.0,17.4,14.9,85,4.5,10,10.9,20,0.0,0.0,0.0,0.00,...,0,...
08,1018.4,1021.6,17.1,14.3,84,5.7,10,9.3,20,0.0,0.0,0.0,0.00,4.0,0,10.0
09,1019.0,1022.2,17.4,13.9,80,5.0,20,9.3,360,0.0,0.0,0.0,0.47,6.0,1,10.0
10,1019.4,1022.6,18.3,14.3,77,4.8,20,9.4,30,0.0,0.0,0.0,1.06,...,2,...
11,1019.0,1022.2,19.0,14.3,74,5.9,20,10.1,10,0.0,0.0,0.6,1.87,6.0,3,2.0
12,1018.0,1021.2,20.9,14.7,68,5.3,20,9.3,20,0.0,0.0,1.0,2.40,...,5,...
13,1016.9,1020.1,22.0,14.5,62,5.6,10,9.9,10,0.0,0.0,1.0,2.40,...,5,...
14,1016.0,1019.2,21.6,14.0,62,6.0,10,11.7,10,0.0,0.0,1.0,2.27,5.0,4,2.0
15,1015.6,1018.8,21.1,13.4,61,5.8,360,11.8,40,0.0,0.0,1.0,1.76,...,2,...
16,1015.9,1019.1,19.6,12.5,64,7.0,10,12.4,20,0.0,0.0,1.0,1.10,...,1,...
17,1016.6,1019.8,17.9,11.6,67,6.2,10,12.8,20,0.0,0.0,0.5,0.50,5.0,0,7.0
18,1017.5,1020.7,16.5,10.5,68,6.3,10,13.2,10,0.0,0.0,0.0,0.00,...,0,...
19,1018.2,1021.4,15.2,9.7,70,5.9,20,12.1,10,0.0,0.0,0.0,0.00,...,0,...
20,1018.7,1021.9,14.7,9.2,70,5.0,20,10.9,20,0.0,0.0,...,0.00,5.0,0,7.0
21,1019.3,1022.6,14.1,8.5,69,5.8,10,10.5,30,0.0,0.0,...,0.00,4.0,0,2.0
22,1019.4,1022.7,13.5,7.8,68,5.5,20,10.8,360,0.0,0.0,...,0.00,...,0,...
23,1019.5,1022.8,13.3,7.5,68,5.7,20,10.7,10,0.0,0.0,...,0.00,3.0,0,4.0
24,1019.6,1022.9,13.3,7.1,66,5.0,20,9.7,20,0.0,0.0,...,0.00,...,0,...
01,1019.6,1022.9,13.3,7.0,66,4.1,20,11.4,20,0.0,0.0,...,0.00,...,0,...
02,1019.7,1023.0,13.4,7.0,65,4.8,20,9.7,10,0.0,0.0,...,0.00,3.0,0,9.0
03,1019.4,1022.7,13.6,6.9,64,5.7,20,11.5,10,0.0,0.0,...,0.00,...,0,...
04,1019.6,1022.9,13.4,7.1,66,5.9,20,8.8,20,0.0,0.0,...,0.00,...,0,...
05,1019.8,1023.1,13.5,7.2,66,5.3,20,9.5,20,0.0,0.0,...,0.00,4.0,0,9.0
06,1020.5,1023.8,13.6,7.2,65,4.3,20,9.7,30,0.0,0.0,0.0,0.00,...,0,...
07,1021.1,1024.4,13.5,7.4,67,4.3,10,9.3,20,0.0,0.0,0.0,0.00,...,0,...
